"Journal title","ISSN","eISSN","Publisher name","Publisher address"
"ACTA MEDICA PORTUGUESA","1646-0758","1646-0758","ORDEM MEDICOS","AV ALMIRANTE GAGO COUTINHO, 151, LISBON, PORTUGAL, 1749-084"
"ACTA METALLURGICA SINICA","0412-1961","","SCIENCE PRESS","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717"
"ACTA METALLURGICA SINICA-ENGLISH LETTERS","1006-7191","2194-1289","CHINESE ACAD SCIENCES, INST METAL RESEARCH","72 WENHUA RD, SHENYANG, PEOPLES R CHINA, 110016"
"ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA","1217-8950","1588-2640","AKADEMIAI KIADO ZRT","BUDAFOKI UT 187-189-A-3, BUDAPEST, HUNGARY, H-1117"
"ACTA MICROSCOPICA","0798-4545","2224-8927","COMITE INTERAMERICANO SOC MICROSCOPIA ELECTRONICA-CIASEM","CARRETERA PANAMERICANA KM 11, APARTADO POSTAL 20632, CARACAS, VENEZUELA, 1020-A"
"ACTA MONTANISTICA SLOVACA","1335-1788","","BERG FAC TECHNICAL UNIV KOSICE","PARK KOMENSKEHO 19, KOSICE, SLOVAKIA, 043 84"
"ACTA NATURAE","2075-8251","2075-8251","RUSSIAN FEDERATION AGENCY SCIENCE & INNOVATION","NAUCHNY PARK MGU, VLAD 1, STROENIYE 75G, LENINSKIYE GORY, MOSCOW, RUSSIA, 119991"
"ACTA NEUROBIOLOGIAE EXPERIMENTALIS","0065-1400","1689-0035","NENCKI INST EXPERIMENTAL BIOLOGY","UL PASTEURA 3, WARSAW, POLAND, 02-093"
"ACTA NEUROCHIRURGICA","0001-6268","0942-0940","SPRINGER WIEN","SACHSENPLATZ 4-6, PO BOX 89, WIEN, AUSTRIA, A-1201"
"ACTA NEUROLOGICA BELGICA","0300-9009","2240-2993","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"ACTA NEUROLOGICA SCANDINAVICA","0001-6314","1600-0404","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ACTA NEUROPATHOLOGICA","0001-6322","1432-0533","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"ACTA NEUROPATHOLOGICA COMMUNICATIONS","2051-5960","2051-5960","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"ACTA NEUROPSYCHIATRICA","1601-5215","1601-5215","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473"
"ACTA NUMERICA","0962-4929","1474-0508","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473"
"ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA","0001-6349","1600-0412","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ACTA OCEANOLOGICA SINICA","0253-505X","1869-1099","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"ACTA ODONTOLOGICA SCANDINAVICA","0001-6357","1502-3850","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","1146-609X","1873-6238","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ACTA OF BIOENGINEERING AND BIOMECHANICS","1509-409X","","WROCLAW UNIV TECHNOLOGY, FAC COMPUTER SCIENCE & MANAGEMENT","WYBRZEZE WYSPIANSKIEGO 27, WROCLAW, POLAND, 50-370"
"ACTA ONCOLOGICA","0284-186X","1651-226X","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"ACTA OPHTHALMOLOGICA","1755-375X","1755-3768","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ACTA ORNITHOLOGICA","0001-6454","1734-8471","MUSEUM & INST ZOOLOGY","WILCZA 64, WARSAW, POLAND, PL-00-679"
"ACTA ORTHOPAEDICA","1745-3674","1745-3682","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"ACTA ORTHOPAEDICA BELGICA","0001-6462","0001-6462","ACTA MEDICA BELGICA","AVENUE WINSTON CHURCHILL, WINSTON CHURCHILL-LAAN, 11 BOX 30, BRUSSELS, BELGIUM, B-1180"
"ACTA ORTHOPAEDICA ET TRAUMATOLOGICA TURCICA","1017-995X","1017-995X","TURKISH ASSOC ORTHOPAEDICS TRAUMATOLOGY","SEHREMINI MAH KOYUNCU SK CIGDEM APT NO 4 D 5 FATIH, ISTANBUL, TURKEY, 00000"
"ACTA ORTOPEDICA BRASILEIRA","1413-7852","1809-4406","ATHA COMUNICACAO & EDITORA","RUA MACHADO BITTENCOURT, 190-40 ANDAR, CONJ 410, SAO PAULO SP, BRAZIL, 00000"
"ACTA OTO-LARYNGOLOGICA","0001-6489","1651-2251","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"ACTA OTORHINOLARYNGOLOGICA ITALICA","0392-100X","1827-675X","PACINI EDITORE","VIA DELLA GHERARDESCA-ZONA INDUSTRIALE OSPEDALETTO, PISA, ITALY, 56121"
"ACTA PAEDIATRICA","0803-5253","1651-2227","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ACTA PALAEONTOLOGICA POLONICA","0567-7920","1732-2421","INST PALEOBIOLOGII PAN","UL TWARDA 51/55, WARSAW, POLAND, 00-818"
"ACTA PARASITOLOGICA","1230-2821","1896-1851","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330"
"ACTA PAULISTA DE ENFERMAGEM","0103-2100","1982-0194","UNIV FED SAO PAULO, DEPT ENFERMAGEN","RUA NAPOLEAO DE BARROS, 754 VILA CLEMENTINO, SAO PAULO, BRAZIL, CEP04024-002"
"ACTA PETROLOGICA SINICA","1000-0569","2095-8927","SCIENCE PRESS","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717"
"ACTA PHARMACEUTICA","1330-0075","1846-9558","HRVATSKO FARMACEUTSKO DRUSTOV (HFD)-CROATION PHARMACEUTICAL SOC","MASARYKOVA 2, ZAGREB, CROATIA, 10000"
"ACTA PHARMACEUTICA SINICA B","2211-3835","2211-3843","INST MATERIA MEDICA, CHINESE ACAD MEDICAL SCIENCES","C/O EDITORIAL BOARD OF ACTA PHARMACEUTICA SINICA, 1 XIANNONGTAN ST, BEIJING, PEOPLES R CHINA, 100050"
"ACTA PHARMACOLOGICA SINICA","1671-4083","1745-7254","NATURE PUBLISHING GROUP","MACMILLAN BUILDING, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"ACTA PHYSICA POLONICA A","0587-4246","1898-794X","POLISH ACAD SCIENCES INST PHYSICS","AL LOTNIKOW 32-46, WARSAW, POLAND, PL-02-668"
"ACTA PHYSICA POLONICA B","0587-4254","1509-5770","JAGIELLONIAN UNIV PRESS","UL MICHALOWSKIEGO 9-2, KRAKOW, POLAND, 31126"
"ACTA PHYSICA SINICA","1000-3290","","CHINESE PHYSICAL SOC","P O BOX 603, BEIJING, PEOPLES R CHINA, 100080"
"ACTA PHYSICA SLOVACA","0323-0465","1336-040X","SLOVAK ACAD SCIENCES INST PHYSICS","DUBRAVSKA CESTA 9, BRATISLAVA, SLOVAKIA, 842 28"
"ACTA PHYSICO-CHIMICA SINICA","1000-6818","","PEKING UNIV PRESS","PEKING UNIV, CHEMISTRY BUILDING, BEIJING, PEOPLES R CHINA, 100871"
"ACTA PHYSIOLOGIAE PLANTARUM","0137-5881","1861-1664","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"ACTA PHYSIOLOGICA","1748-1708","1748-1716","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ACTA PHYTOTAXONOMICA ET GEOBOTANICA","1346-7565","2189-7042","JAPANESE SOC PLANT SYSTEMATICS, UNIV TOKYO, GRADUATE SCH","BOTANICAL GARDENS, 3-7-1 HAKUSAN, TOKYO, JAPAN, 00000"
"ACTA POLONIAE PHARMACEUTICA","0001-6837","2353-5288","POLSKIE TOWARZYSTWO FARMACEUTYCZNE","DLUGA 16, WARSAW, POLAND, 00-238"
"ACTA POLYMERICA SINICA","1000-3304","1000-3304","SCIENCE PRESS","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717"
"ACTA POLYTECHNICA HUNGARICA","1785-8860","1785-8860","BUDAPEST TECH","BECSI UT 96-B, BUDAPEST, HUNGARY, H-1034"
"ACTA PROTOZOOLOGICA","0065-1583","1689-0027","JAGIELLONIAN UNIV, INST ENVIRONMENTAL SCIENCES","GRONOSTAJOWA 7, KRAKOW, POLAND, 30-387"
"ACTA PSYCHIATRICA SCANDINAVICA","0001-690X","1600-0447","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ACTA RADIOLOGICA","0284-1851","1600-0455","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"ACTA REUMATOLOGICA PORTUGUESA","0303-464X","0303-464X","PUBLISAUDE-EDICOES MEDICAS LDA","ALAMEDA ANTONIO SERGIO 22, 4 B EDIF AMADEO SOUZA-CARDOSO, ALGES, PORTUGAL, 1495-132"
"ACTA SCIENTIAE VETERINARIAE","1678-0345","1679-9216","UNIV FED RIO GRANDE DO SUL","FAC VET, CAIXA POSTAL 15017, PORTO ALEGRE RS, BRAZIL, 91501-570"
"ACTA SCIENTIARUM-AGRONOMY","1807-8621","1807-8621","UNIV ESTADUAL MARINGA, PRO-REITORIA PESQUISA POS-GRADUACAO","AV. COLOMBO, 5790, DIVISAO DE DIVULGACAO CIENTIFICA, MARINGA, BRAZIL, PR, 87020-900"
"ACTA SCIENTIARUM POLONORUM-HORTORUM CULTUS","1644-0692","2545-1405","WYDAWNICTWO AKAD ROLNICZEJ W LUBLINIE","UL AKADEMICKA 13, LUBLIN, POLAND, 20-950"
"ACTA SCIENTIARUM-TECHNOLOGY","1806-2563","1807-8664","UNIV ESTADUAL MARINGA, PRO-REITORIA PESQUISA POS-GRADUACAO","AV. COLOMBO, 5790, DIVISAO DE DIVULGACAO CIENTIFICA, MARINGA, BRAZIL, PR, 87020-900"
"ACTAS ESPANOLAS DE PSIQUIATRIA","1139-9287","1578-2735","JUAN JOSE LOPEZ-IBOR FOUNDATION","NO 2, MADRID, SPAIN, 28035"
"ACTA SOCIETATIS BOTANICORUM POLONIAE","0001-6977","2083-9480","POLSKIE TOWARZYSTWO BOTANICZNE","AL UJAZDOWSKIE 4, WARSAW, POLAND, 00-478"
"ACTAS UROLOGICAS ESPANOLAS","0210-4806","1699-7980","ENE EDICIONES SL","REDACCION, ADMINISTRACION & PUBLICIDAD, ORURO 9 - BAJO IZDA, MADRID, SPAIN, 28016"
"ACTA TROPICA","0001-706X","1873-6254","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ACTA VETERINARIA-BEOGRAD","0567-8315","1820-7448","SCIENDO","DE GRUYTER POLAND SP Z O O, BOGUMILA ZUGA 32A STR, WARSAW, POLAND, 01-811"
"ACTA VETERINARIA BRNO","0001-7213","1801-7576","VETERINARNI A FARMACEUTICKA UNIVERZITA BRNO","PALACKEHO 1-3, BRNO, CZECH REPUBLIC, CS-612 42"
"ACTA VETERINARIA HUNGARICA","0236-6290","1588-2705","AKADEMIAI KIADO ZRT","BUDAFOKI UT 187-189-A-3, BUDAPEST, HUNGARY, H-1117"
"ACTA VETERINARIA SCANDINAVICA","0044-605X","1751-0147","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"ACTA VIROLOGICA","0001-723X","1336-2305","AEPRESS SRO","BAJZOVA 7, BRATISLAVA, SLOVAKIA, 821 08"
"ACTA ZOOLOGICA","0001-7272","1463-6395","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE","1217-8837","2064-2474","HUNGARIAN NATURAL HISTORY MUSEUM","BAROSS U 13, BUDAPEST, HUNGARY, H-1088"
"ACTA ZOOLOGICA BULGARICA","0324-0770","","INST ZOOLOGY, BAS","1000 SOFIA, 1, TSAR OSVOBODITEL BLVD, SOFIA, BULGARIA, 00000"
"ACTUATORS","2076-0825","2076-0825","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH","0360-1293","2167-9010","COGNIZANT COMMUNICATION CORP","18 PEEKSKILL HOLLOW RD, PO BOX 37, PUTNAM VALLEY, USA, NY, 10579"
"ACUPUNCTURE IN MEDICINE","0964-5284","1759-9873","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"ADANSONIA","1280-8571","1639-4798","PUBLICATIONS SCIENTIFIQUES DU MUSEUM, PARIS","CP 39-57, RUE CUVIER, PARIS CEDEX 05, FRANCE, F-75231"
"ADAPTED PHYSICAL ACTIVITY QUARTERLY","0736-5829","1543-2777","HUMAN KINETICS PUBL INC","1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200"
"ADAPTIVE BEHAVIOR","1059-7123","1741-2633","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"ADDICTION","0965-2140","1360-0443","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ADDICTION BIOLOGY","1355-6215","1369-1600","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ADDICTION SCIENCE & CLINICAL PRACTICE","1940-0640","1940-0640","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"ADDICTIVE BEHAVIORS","0306-4603","1873-6327","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"ADDITIVE MANUFACTURING","2214-8604","2214-7810","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"AD HOC NETWORKS","1570-8705","1570-8713","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"AD HOC & SENSOR WIRELESS NETWORKS","1551-9899","1552-0633","OLD CITY PUBLISHING INC","628 NORTH 2ND ST, PHILADELPHIA, USA, PA, 19123"
"ADICCIONES","0214-4840","","SOCIDROGALCOHOL","RAMBLA 15, 2A, 3A,, PALMA DE MALLORCA, SPAIN, BALEARES, 07003"
"ADIPOCYTE","2162-3945","2162-397X","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY","0929-5607","1572-8757","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"ADSORPTION SCIENCE & TECHNOLOGY","0263-6174","2048-4038","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"ADVANCED COMPOSITE MATERIALS","0924-3046","1568-5519","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"ADVANCED COMPOSITES LETTERS","0963-6935","2633-366X","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"ADVANCED DRUG DELIVERY REVIEWS","0169-409X","1872-8294","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ADVANCED ELECTRONIC MATERIALS","2199-160X","2199-160X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ADVANCED ENERGY MATERIALS","1614-6832","1614-6840","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451"
"ADVANCED ENGINEERING INFORMATICS","1474-0346","1873-5320","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"ADVANCED ENGINEERING MATERIALS","1438-1656","1527-2648","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451"
"ADVANCED FUNCTIONAL MATERIALS","1616-301X","1616-3028","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451"
"ADVANCED HEALTHCARE MATERIALS","2192-2640","2192-2659","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ADVANCED MATERIALS","0935-9648","1521-4095","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451"
"ADVANCED MATERIALS INTERFACES","2196-7350","2196-7350","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ADVANCED MATERIALS & PROCESSES","0882-7958","2161-9425","ASM INT","SUBSCRIPTIONS SPECIALIST CUSTOMER SERVICE, MATERIALS PARK, USA, OH, 44073-0002"
"ADVANCED MATERIALS TECHNOLOGIES","2365-709X","2365-709X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030"
"ADVANCED NONLINEAR STUDIES","1536-1365","2169-0375","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"ADVANCED OPTICAL MATERIALS","2195-1071","2195-1071","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451"
"ADVANCED POWDER TECHNOLOGY","0921-8831","1568-5527","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ADVANCED ROBOTICS","0169-1864","1568-5535","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"ADVANCED SCIENCE","2198-3844","2198-3844","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ADVANCED STEEL CONSTRUCTION","1816-112X","","HONG KONG INST STEEL CONSTRUCTION","HONG KONG POLYTECHNIC UNIV, DEPT CIVIL & STRUCTURAL ENGNG, HUNGHOM KOWLOON, PEOPLES R CHINA, HONG KONG, 00000"
"ADVANCED SUSTAINABLE SYSTEMS","2366-7486","2366-7486","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451"
"ADVANCED SYNTHESIS & CATALYSIS","1615-4150","1615-4169","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451"
"ADVANCED THEORY AND SIMULATIONS","2513-0390","2513-0390","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451"
"ADVANCEMENTS OF MICROBIOLOGY","0079-4252","2545-3149","POLSKIE TOWARZYSTWO MIKROBIOLOGOW-POLISH SOCIETY OF MICROBIOLOGISTS","CHELMSKA STR 30-34, WARSAW, POLAND, 00-725"
"ADVANCES IN AGRONOMY","0065-2113","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ADVANCES IN ANATOMIC PATHOLOGY","1072-4109","1533-4031","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"ADVANCES IN ANATOMY EMBRYOLOGY AND CELL BIOLOGY","0301-5556","2192-7065","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330"
"ADVANCES IN APPLIED CERAMICS","1743-6753","1743-6761","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"ADVANCES IN APPLIED CLIFFORD ALGEBRAS","0188-7009","1661-4909","SPRINGER BASEL AG","PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052"
"ADVANCES IN APPLIED MATHEMATICS","0196-8858","1090-2074","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ADVANCES IN APPLIED MATHEMATICS AND MECHANICS","2070-0733","2075-1354","GLOBAL SCIENCE PRESS","ROOM 3208, CENTRAL PLAZA, 18 HARBOUR RD, WANCHAI, PEOPLES R CHINA, HONG KONG, 00000"
"ADVANCES IN APPLIED MECHANICS","0065-2156","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ADVANCES IN APPLIED MICROBIOLOGY","0065-2164","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ADVANCES IN APPLIED PROBABILITY","0001-8678","1475-6064","APPLIED PROBABILITY TRUST","THE UNIVERSITY, SCHOOL MATHEMATICS STATISTICS, SHEFFIELD, ENGLAND, S3 7RH"
"ADVANCES IN ASTRONOMY","1687-7969","1687-7977","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"ADVANCES IN ATMOSPHERIC SCIENCES","0256-1530","1861-9533","SCIENCE PRESS","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717"
"ADVANCES IN ATOMIC MOLECULAR AND OPTICAL PHYSICS","1049-250X","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ADVANCES IN BIOCHEMICAL ENGINEERING-BIOTECHNOLOGY","0724-6145","1616-8542","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330"
"ADVANCES IN BOTANICAL RESEARCH","0065-2296","","ACADEMIC PRESS LTD-ELSEVIER SCIENCE LTD","125 LONDON WALL, LONDON, ENGLAND, EC2Y 5AS"
"ADVANCES IN CALCULUS OF VARIATIONS","1864-8258","1864-8266","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"ADVANCES IN CANCER RESEARCH","0065-230X","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ADVANCES IN CARBOHYDRATE CHEMISTRY AND BIOCHEMISTRY","0065-2318","2162-5530","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ADVANCES IN CATALYSIS","0360-0564","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ADVANCES IN CEMENT RESEARCH","0951-7197","1751-7605","ICE PUBLISHING","INST CIVIL ENGINEERS, 1 GREAT GEORGE ST, WESTMINISTER, ENGLAND, SW 1P 3AA"
"ADVANCES IN CHEMICAL PHYSICS","0065-2385","1934-4791","WILEY-BLACKWELL","COMMERCE PLACE, 350 MAIN STREET, MALDEN, USA, MA, 02148"
"ADVANCES IN CHROMATOGRAPHY","0065-2415","2153-991X","CRC PRESS-TAYLOR & FRANCIS GROUP","6000 BROKEN SOUND PARKWAY NW, STE 300, BOCA RATON, USA, FL, 33487-2742"
"ADVANCES IN CHRONIC KIDNEY DISEASE","1548-5595","1548-5609","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899"
"ADVANCES IN CIVIL ENGINEERING","1687-8086","1687-8094","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"ADVANCES IN CLIMATE CHANGE RESEARCH","1674-9278","1674-9278","SCIENCE PRESS","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717"
"ADVANCES IN CLINICAL AND EXPERIMENTAL MEDICINE","1899-5276","2451-2680","WROCLAW MEDICAL UNIV","T CHALUBINSKIEGO 6A, WROCLAW, POLAND, 50-368"
"ADVANCES IN CLINICAL CHEMISTRY","0065-2423","2162-9471","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ADVANCES IN COLLOID AND INTERFACE SCIENCE","0001-8686","1873-3727","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ADVANCES IN COMPLEX SYSTEMS","0219-5259","1793-6802","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224"
"ADVANCES IN COMPUTATIONAL MATHEMATICS","1019-7168","1572-9044","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"ADVANCES IN COMPUTERS","0065-2458","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ADVANCES IN CONCRETE CONSTRUCTION","2287-5301","2287-531X","TECHNO-PRESS","PO BOX 33, YUSEONG, DAEJEON, SOUTH KOREA, 305-600"
"ADVANCES IN CONDENSED MATTER PHYSICS","1687-8108","1687-8124","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"ADVANCES IN DATA ANALYSIS AND CLASSIFICATION","1862-5347","1862-5355","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"ADVANCES IN DIFFERENCE EQUATIONS","1687-1847","1687-1847","SPRINGEROPEN","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"ADVANCES IN DIFFERENTIAL EQUATIONS","1079-9389","","KHAYYAM PUBL CO INC","PO BOX 429, ATHENS, USA, OH, 45701"
"ADVANCES IN ECOLOGICAL RESEARCH","0065-2504","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ADVANCES IN ELECTRICAL AND COMPUTER ENGINEERING","1582-7445","1844-7600","UNIV SUCEAVA, FAC ELECTRICAL ENG","UNIV SUCEAVA, FAC ELECTRICAL ENG, STEFAN CEL MARE, UNIVERSITATII 13, SUCEAVA, ROMANIA, 720229"
"ADVANCES IN ENGINEERING SOFTWARE","0965-9978","1873-5339","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY","0065-2598","2214-8019","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330"
"ADVANCES IN GENETICS","0065-2660","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ADVANCES IN GEOMETRY","1615-715X","1615-7168","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"ADVANCES IN GEOPHYSICS","0065-2687","","ELSEVIER ACADEMIC PRESS INC","525 B STREET, SUITE 1900, SAN DIEGO, USA, CA, 92101-4495"
