"Journal title","ISSN","eISSN","Publisher name","Publisher address"
"ADOPTION QUARTERLY","1092-6755","1544-452X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"ADULT LEARNING","1045-1595","2162-4070","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"ADULTSPAN JOURNAL","1524-6817","2161-0029","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ADVANCED BIOMEDICAL ENGINEERING","2187-5219","2187-5219","JAPANESE SOC MEDICAL & BIOLOGICAL ENGINEERING","JAPANESE SOC MEDICAL & BIOLOGICAL ENGINEERING, TOKY, JAPAN, BUNKYO-KU, 112-0012"
"ADVANCED BIOSYSTEMS","2366-7478","2366-7478","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451"
"ADVANCED EDUCATION","2409-3351","2410-8286","NATL TECHNICAL UNIV UKRAINE KYIV POLYTECHNIC INST, FAC LINGUISTICS","37, PEREMOHY AVE, OFFICE 718, BUILDING 7, KYIV, UKRAINE, 03056"
"ADVANCED ELECTROMAGNETICS","2119-0275","2119-0275","LGEP-SUPELEC","11 RUEJOLIOT CURIE, GIF-SYUR-YVETTE CEDEX, GREECE, 91192"
"ADVANCED EMERGENCY NURSING JOURNAL","1931-4485","1931-4493","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"ADVANCED MANUFACTURING-POLYMER & COMPOSITES SCIENCE","2055-0340","2055-0359","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"ADVANCED OPTICAL TECHNOLOGIES","2192-8576","2192-8584","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"ADVANCED PHARMACEUTICAL BULLETIN","2228-5881","2251-7308","TABRIZ UNIV MEDICAL SCIENCES & HEALTH SERVICES","DANESHGHAH ST, TABRIZ, IRAN, REPUBLIC ISLAMIC, 51664-14766"
"ADVANCED STRUCTURAL AND CHEMICAL IMAGING","2198-0926","2198-0926","SPRINGEROPEN","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"ADVANCED THERAPEUTICS","2366-3987","2366-3987","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ADVANCEMENTS IN LIFE SCIENCES","2310-5380","2310-5380","CENTRE EXCELLENCE MOLECULAR BIOLOGY-CEMB","87-WEST BANK, CANAL RD, LAHORE, PAKISTAN, 00000"
"ADVANCES AND APPLICATIONS IN DISCRETE MATHEMATICS","0974-1658","0974-1658","PUSHPA PUBLISHING HOUSE","VIJAYA NIWAS, 198, MUMFORDGANJ, ALLAHABAD, INDIA, 211002"
"ADVANCES AND APPLICATIONS IN MATHEMATICAL SCIENCES","0974-6803","","MILI PUBL","422B CHAK RAGHUNATH, NEAR RAILWAY CROSSING, ALLAHABAD, INDIA, 211 008"
"ADVANCES AND APPLICATIONS IN STATISTICS","0972-3617","0972-3617","PUSHPA PUBLISHING HOUSE","VIJAYA NIWAS, 198, MUMFORDGANJ, ALLAHABAD, INDIA, 211002"
"ADVANCES IN ACCOUNTING","0882-6110","1046-5715","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ADVANCES IN ACOUSTICS AND VIBRATION","1687-6261","1687-627X","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"ADVANCES IN AIRCRAFT AND SPACECRAFT SCIENCE","2287-528X","2287-5271","TECHNO-PRESS","PO BOX 33, YUSEONG, DAEJEON, SOUTH KOREA, 305-600"
"ADVANCES IN ASTRONOMY AND SPACE PHYSICS","2227-1481","2227-1481","TARAS SHEVCHENKO NATL UNIV KYIV","TARAS SHEVCHENKO NATL UNIV KYIV, KYIV, UKRAINE, 00000"
"ADVANCES IN AUTISM","2056-3868","2056-3868","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA"
"ADVANCES IN BUILDING ENERGY RESEARCH","1751-2549","1756-2201","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"ADVANCES IN CELLULAR AND MOLECULAR OTOLARYNGOLOGY","2001-6220","2001-6220","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"ADVANCES IN CIVIL ENGINEERING MATERIALS","2379-1357","2165-3984","AMER SOC TESTING MATERIALS","100 BARR HARBOR DR, W CONSHOHOCKEN, USA, PA, 19428-2959"
"ADVANCES IN COMPUTATIONAL DESIGN","2383-8477","2466-0523","TECHNO-PRESS","PO BOX 33, YUSEONG, DAEJEON, SOUTH KOREA, 305-600"
"ADVANCES IN DATA SCIENCE AND ADAPTIVE ANALYSIS","2424-922X","2424-9238","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224"
"ADVANCES IN DEVELOPING HUMAN RESOURCES","1523-4223","1552-3055","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"ADVANCES IN DIFFERENTIAL EQUATIONS AND CONTROL PROCESSES","0974-3243","0974-3243","PUSHPA PUBLISHING HOUSE","VIJAYA NIWAS, 198, MUMFORDGANJ, ALLAHABAD, INDIA, 211002"
"ADVANCES IN DIGESTIVE MEDICINE","2351-9797","2351-9800","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ADVANCES IN DUAL DIAGNOSIS","1757-0972","2042-8324","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA"
"ADVANCES IN ELECTRICAL AND ELECTRONIC ENGINEERING","1336-1376","1804-3119","VSB-TECHNICAL UNIV OSTRAVA","17 LISTOPADU 15, OSTRAVA, CZECH REPUBLIC, 70833"
"ADVANCES IN ENERGY RESEARCH","2287-6316","2287-6324","TECHNO-PRESS","PO BOX 33, YUSEONG, DAEJEON, SOUTH KOREA, 305-600"
"ADVANCES IN ENGINEERING EDUCATION","1941-1766","1941-1766","AMER SOC ENGINEERING EDUCATION","1818 N ST, N W, STE 600, WASHINGTON, USA, DC, 20036"
"ADVANCES IN ENVIRONMENTAL RESEARCH-AN INTERNATIONAL JOURNAL","2234-1722","2234-1730","TECHNO-PRESS","PO BOX 33, YUSEONG, DAEJEON, SOUTH KOREA, 305-600"
"ADVANCES IN FUZZY SYSTEMS","1687-7101","1687-711X","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"ADVANCES IN GERONTOLOGY","2079-0570","2079-0589","PLEIADES PUBLISHING INC","PLEIADES PUBLISHING INC, MOSCOW, RUSSIA, 00000"
"ADVANCES IN GROUP THEORY AND APPLICATIONS","2499-1287","2499-1287","AGTA","AGTA, UDINE, ITALY, 00000"
"ADVANCES IN HOSPITALITY AND TOURISM RESEARCH-AHTR","2147-9100","2148-7316","AKDENIZ UNIV TOURISM FAC","PINARBASI MAHALLESI, DUMLUPINAR BOULEVARD, ANTALYA, TURKEY, KONYAALTI, 07058"
"ADVANCES IN HUMAN BIOLOGY","2321-8568","2348-4691","WOLTERS KLUWER MEDKNOW PUBLICATIONS","WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, INDIA, 400059"
"ADVANCES IN HUMAN-COMPUTER INTERACTION","1687-5893","1687-5907","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"ADVANCES IN INTEGRATIVE MEDICINE","2212-9626","2212-9634","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ADVANCES IN MATERIALS RESEARCH-AN INTERNATIONAL JOURNAL","2234-0912","2234-179X","TECHNO-PRESS","PO BOX 33, YUSEONG, DAEJEON, SOUTH KOREA, 305-600"
"ADVANCES IN MATERIALS SCIENCE","2083-4799","2083-4799","SCIENDO","DE GRUYTER POLAND SP Z O O, BOGUMILA ZUGA 32A STR, WARSAW, POLAND, 01-811"
"ADVANCES IN MEDICAL EDUCATION AND PRACTICE","1179-7258","1179-7258","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752"
"ADVANCES IN MENTAL HEALTH","1838-7357","1837-4905","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"ADVANCES IN MENTAL HEALTH AND INTELLECTUAL DISABILITIES","2044-1282","2044-1290","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA"
"ADVANCES IN MULTIMEDIA","1687-5680","1687-5699","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"ADVANCES IN NATURAL SCIENCES-NANOSCIENCE AND NANOTECHNOLOGY","2043-6254","2043-6262","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE"
"ADVANCES IN NEUROIMMUNE BIOLOGY","1878-948X","1878-9498","IOS PRESS","NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG"
"ADVANCES IN OPERATIONS RESEARCH","1687-9147","1687-9155","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"ADVANCES IN OPERATOR THEORY","2538-225X","2538-225X","TUSI MATHEMATICAL RESEARCH GROUP","PO BOX 1113, MASHHAD, IRAN, 91775"
"ADVANCES IN OPTOELECTRONICS","1687-563X","1687-5648","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"ADVANCES IN ORTHOPEDICS","2090-3464","2090-3472","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"ADVANCES IN PHARMACOLOGICAL SCIENCES","1687-6334","1687-6342","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"ADVANCES IN PHARMACOLOGY AND PHARMACY","2332-0036","2332-0044","HORIZON RESEARCH PUBLISHING","506 N GARFIELD AVE, STE 210, ALHAMBRA, USA, CA, 91801"
"ADVANCES IN PURE AND APPLIED MATHEMATICS","1867-1152","1869-6090","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"ADVANCES IN RADIATION ONCOLOGY","2452-1094","2452-1094","ELSEVIER INC","525 B STREET, STE 1900, SAN DIEGO, USA, CA, 92101-4495"
"ADVANCES IN RADIO SCIENCE","1684-9965","1684-9973","COPERNICUS GESELLSCHAFT MBH","BAHNHOFSALLEE 1E, GOTTINGEN, GERMANY, 37081"
"ADVANCES IN RESPIRATORY MEDICINE","2451-4934","2543-6031","VIA MEDICA","UL SWIETOKRZYSKA 73, GDANSK, POLAND, 80-180"
"ADVANCES IN SCHOOL MENTAL HEALTH PROMOTION","1754-730X","2049-8535","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"ADVANCES IN SCIENCE AND TECHNOLOGY-RESEARCH JOURNAL","2080-4075","2299-8624","LUBLIN UNIV TECHNOLOGY, POLAND","FAC MECHANICAL ENG, NADBYSTRZYCKA 38 D, LUBLIN, POLAND, 20618"
"ADVANCES IN TRIBOLOGY","1687-5915","1687-5923","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"ADVANCES IN UROLOGY","1687-6369","1687-6377","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"ADVANCES IN VIROLOGY","1687-8639","1687-8647","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"AEDOS-REVISTA DO CORPO DISCENTE DO PROGRAMA DE POS-GRADUACAO EM HISTORIA DA UFRGS","1984-5634","1984-5634","UNIV FEDERAL RIO GRANDE SUL, PROGRAMA POS-GRADUACAO & HISTORIA","CAIXA POSTAL 15055, PORTO ALEGRE, BRAZIL, RS 91501-970"
"AEROSPACE","2226-4310","2226-4310","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"AEROSPACE RESEARCH IN BULGARIA","1313-0927","2367-9522","BULGARIAN ACAD SCIENCES, SPACE RESEARCH & TECHNOLOGY INST- SRTI-BAS","ACAD. GEORGI BONCHEV STR., SOFIA, BULGARIA, 1113"
"AESTIMATIO-THE IEB INTERNATIONAL JOURNAL OF FINANCE","2173-0164","2173-1926","UNIV COMPLUTENSE MADRID, INST ESTUDIOS BURSATILES-IEB","CALLE ALFONSO XI 6, MADRID, SPAIN, 28014"
"AESTIMUM","1592-6117","1724-2118","FIRENZE UNIV PRESS","JOURNALS DIVISION, BORGO ALBIZI, 28, FIRENZE, ITALY, 50122"
"AFKAR-JURNAL AKIDAH & PEMIKIRAN ISLAM-JOURNAL OF AQIDAH & ISLAMIC THOUGHT","1511-8819","2550-1755","UNIV MALAYA, ACAD ISLAMIC STUDIES","DEPT AQIDAH & ISLAMIC THOUGHT, KUALA LUMPUR, MALAYSIA, 50603"
"AFRICA EDUCATION REVIEW","1814-6627","1753-5921","UNISA PRESS","PO BOX 392, PRETORIA, SOUTH AFRICA, 0003"
"AFRICA JOURNAL OF MANAGEMENT","2332-2373","2332-2381","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"AFRICAN DIASPORA","1872-5457","1872-5465","BRILL ACADEMIC PUBLISHERS","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA"
"AFRICAN DISABILITY RIGHTS YEARBOOK","2311-8970","2311-8970","PRETORIA UNIV LAW PRESS","FAC LAW, OFFICE NO 2-3 1, PRETORIA, SOUTH AFRICA, 0002"
"AFRICAN GEOGRAPHICAL REVIEW","1937-6812","2163-2642","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"AFRICAN HISTORICAL REVIEW","1753-2523","1753-2531","UNISA PRESS","PO BOX 392, PRETORIA, SOUTH AFRICA, 0003"
"AFRICAN JOURNAL OF ACCOUNTING AUDITING AND FINANCE","2046-8083","2046-8091","INDERSCIENCE ENTERPRISES LTD","WORLD TRADE CENTER BLDG, 29 ROUTE DE PRE-BOIS, CASE POSTALE 856, GENEVA, SWITZERLAND, CH-1215"
"AFRICAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS-AFJARE","1993-3738","1993-3738","AFRICAN ASSOC AGRICULTURAL ECONOMISTS","PO BOX 62882-00200, NAIROBI, KENYA, 00000"
"AFRICAN JOURNAL OF BUSINESS ETHICS","1817-7417","0976-3600","SUNJOURNALS","STELLENBOSCH UNIV LIB & INFORMATION SERV, PRIVATE BAG X5036, STELLENBOSCH, SOUTH AFRICA, 7599"
"AFRICAN JOURNAL OF DIABETES MEDICINE","2042-8545","2053-4787","FSG COMMUNICATIONS LTD","VINE HOUSE, FAIR GREEN, REACH, CAMBRIDGE, ENGLAND, CB25 OJD"
"AFRICAN JOURNAL OF DISABILITY","2223-9170","2226-7220","AOSIS","POSTNET SUITE 55, PRIVATE BAG X22, TYGERVALLEY, CAPE TOWN, SOUTH AFRICA, 00000"
"AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT STUDIES","2040-0705","2040-0713","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA"
"AFRICAN JOURNAL OF EMERGENCY MEDICINE","2211-419X","2211-4203","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"AFRICAN JOURNAL OF HEALTH PROFESSIONS EDUCATION","2078-5127","2078-5127","HEALTH & MEDICAL PUBLISHING GROUP","PRIVATE BAG X1, PINELANDS, CAPE TOWN, SOUTH AFRICA, 7430"
"AFRICAN JOURNAL OF INFORMATION SYSTEMS","1936-0282","1936-0282","KENNESAW STATE UNIV","1000 CHASTAIN RD, KENNESAW, USA, GA, 30144"
"AFRICAN JOURNAL OF INTERNATIONAL AND COMPARATIVE LAW","0954-8890","1755-1609","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ"
"AFRICAN JOURNAL OF LABORATORY MEDICINE","2225-2002","2225-2010","AOSIS","POSTNET SUITE 55, PRIVATE BAG X22, TYGERVALLEY, CAPE TOWN, SOUTH AFRICA, 00000"
"AFRICAN JOURNAL OF LEGAL STUDIES","2210-9730","1708-7384","BRILL ACADEMIC PUBLISHERS","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA"
"AFRICAN JOURNAL OF NEUROLOGICAL SCIENCES","1015-8618","1992-2647","PAN AMER ASSOC NEUROLOGICAL SCIENCES","CMCO COTE D OPALE, ROUTE DESVRES, ST MARTIN, BOULOGNE, FRANCE, 62280"
"AFRICAN JOURNAL OF NURSING AND MIDWIFERY","1682-5055","1682-5055","UNISA PRESS","PO BOX 392, PRETORIA, SOUTH AFRICA, 0003"
"AFRICAN JOURNAL OF PRIMARY HEALTH CARE & FAMILY MEDICINE","2071-2928","2071-2936","AOSIS","POSTNET SUITE 55, PRIVATE BAG X22, TYGERVALLEY, CAPE TOWN, SOUTH AFRICA, 00000"
"AFRICAN JOURNAL OF RESEARCH IN MATHEMATICS SCIENCE AND TECHNOLOGY EDUCATION","1811-7295","2469-7656","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"AFRICAN JOURNAL OF RESPIRATORY MEDICINE","1747-5597","2053-2512","FSG COMMUNICATIONS LTD","VINE HOUSE, FAIR GREEN, REACH, CAMBRIDGE, ENGLAND, CB25 OJD"
"AFRICAN JOURNAL OF RHETORIC","1998-2054","1998-2054","AFRICAN ASSOC RHETORIC","A5 SCHOONGEZICHT, 264 MAIN RD, CAPE TOWN, SOUTH AFRICA, 7708"
"AFRICAN JOURNAL OF SCIENCE TECHNOLOGY INNOVATION & DEVELOPMENT","2042-1338","2042-1346","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"AFRICAN JOURNAL OF UROLOGY","1110-5704","1961-9987","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"AFRICAN JOURNAL ON CONFLICT RESOLUTION","1562-6997","2309-737X","AFRICAN CENTRE CONSTRUCTIVE RESOLUTION DISPUTES-ACCORD","BAG X018, UMHLANGA ROCKS, SOUTH AFRICA, 4320"
"AFRICAN REVIEW OF ECONOMICS AND FINANCE-AREF","2042-1478","2410-4906","UNISA PRESS","PO BOX 392, PRETORIA, SOUTH AFRICA, 0003"
"AFRICAN REVIEW OF PHYSICS","2223-6589","2223-6589","ABDUS SALAM INT CENTRE THEORETICAL PHYSICS","STRADA COSTIERA 11, TRIESTE, ITALY, TS, 34014"
"AFRICAN SAFETY PROMOTION","1728-774X","1728-774X","UNIV SOUTH AFRICA, INST SOCIAL & HEALTH SCIENCES & CENTRE PEACE ACTION","PO BOX 1087, LENASIA, SOUTH AFRICA, 1820"
"AFRICAN SECURITY","1939-2206","1939-2214","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"AFRICAN SECURITY REVIEW","1024-6029","2154-0128","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"AFRICAN SOCIOLOGICAL REVIEW","1027-4332","1027-4332","COUNCIL  DEVELOPMENT SOCIAL SCIENCE RESEARCH AFRICA","AVE CHEIKH, ANTA DIOP X CANAL IV, DAKAR, SENEGAL, BP 3304"
"AFRICAN VISION AND EYE HEALTH JOURNAL","0378-9411","2410-3039","AOSIS","POSTNET SUITE 55, PRIVATE BAG X22, TYGERVALLEY, CAPE TOWN, SOUTH AFRICA, 00000"
"AFRIKA MATEMATIKA","1012-9405","2190-7668","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"AFRIQUES-DEBATS METHODES ET TERRAINS D HISTOIRE","2108-6796","2108-6796","INST MONDES AFRICAINS","RUE 94200, 27 RUE PAUL BERT, IVRY-SUR-SEINE, FRANCE, 94200"
"AGATHOS-AN INTERNATIONAL REVIEW OF THE HUMANITIES AND SOCIAL SCIENCES","2069-1025","2248-3446","ALEXANDRU IOAN CUZA UNIV IASI FAC PHILOSOPHY & SOCIAL-POLITICAL SCIENCES","11, CAROL I BOULEVARD, IASI, ROMANIA, 700506"
"AGEING INTERNATIONAL","0163-5158","1936-606X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"AGENDA-A JOURNAL OF POLICY ANALYSIS AND REFORM","1322-1833","1447-4735","ANU E PRESS","CBE BLDG 26C, KINGLSEY ST, ACTON, CANBERRA, AUSTRALIA, ACT 2601"
"AGENDA-EMPOWERING WOMEN FOR GENDER EQUITY","1013-0950","2158-978X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"AGE OF HUMAN RIGHTS JOURNAL","2340-9592","2340-9592","UNIV JAEN, SERV PUBLICACIONES","CAMPUS LAGUNILLAS S-N, EDIFICIO BIBLIOTECA, 2A PLANTA, JAEN, SPAIN, 23071"
"AGER-REVISTA DE ESTUDIOS SOBRE DESPOBLACION Y DESARROLLO RURAL","1578-7168","2340-4655","PRENSAS UNIV ZARAGOZA","C/ PEDRO CERBUNA 12, EDIFICIO CIENCIAS GEOLOGICAS,, ZARAGOZA, SPAIN, 50009"
"AGING MEDICINE AND HEALTHCARE","","2663-8851","ASIA PACIFIC LEAGUE CLINICAL GERONTOLOGY & GERIATRICS","ASIA PACIFIC LEAGUE CLINICAL GERONTOLOGY & GERIATRICS, TAIPEI, TAIWAN, 00000"
"AGORA-PAPELES DE FILOSOFIA","0211-6642","2174-3347","UNIV SANTIAGO COMPOSTELA","SERVICIO DE PUBLICACIONES E INTERCAMBIO CIENTIFICO, CAMPUS UNIV SUR, SANTIAGO DE COMPOSTELA, SPAIN, 15782"
"AGORA PARA LA EDUCACION FISICA Y EL DEPORTE","1578-2174","1989-7200","FORO EDUCACION FISICA, ACT FISICA RECREATIVA & DEPORTE CASTILLA & LEON","PASEO DE BELEN 1, CAMPUS MIGUEL DELIBES, VALLADOLID, SPAIN, 47011"
"AGRICULTURAL AND RESOURCE ECONOMICS REVIEW","1068-2805","2372-2614","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473"
"AGRICULTURAL & ENVIRONMENTAL LETTERS","2471-9625","2471-9625","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"AGRICULTURAL FINANCE REVIEW","0002-1466","2041-6326","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA"
"AGRICULTURAL RESEARCH","2249-720X","2249-7218","SPRINGER INDIA","7TH FLOOR, VIJAYA BUILDING, 17, BARAKHAMBA ROAD, NEW DELHI, INDIA, 110 001"
"AGRICULTURAL SCIENCE AND PRACTICE","2312-3370","2312-3389","NATL ACAD AGRARIAN SCIENCES UKRAINE","AGRICULTURAL SCIENCE & PRACTICE, EDITORIAL BOARD, 37, VUL VASYLKIVSKA, KYIV, UKRAINE, 03022"
"AGRICULTURA SOCIEDAD Y DESARROLLO","1870-5472","2594-0244","COLEGIO POSTGRADUADOS","CARRETERA MEXICO TEXCOCO KM 36 5, MONTECILLO, MEXICO, ESTADO MEXICO, 56230"
"AGRISOST","1025-0247","1025-0247","UNIV CAMAGUEY IGNACIO AGRAMONTE LOYNAZ","CARRETERA CIRCUNVALACION NORTE, KM 5, CAMAGUEY, CUBA, 00000"
"AGRITECH","0216-0455","2527-3825","GADJAH MADA UNIV, FAC AGRICULTURAL","JALAN PANCASILA, YOGYAKARTA,, INDONESIA, 55281"
"AGRI-THE JOURNAL OF THE TURKISH SOCIETY OF ALGOLOGY","1300-0012","1300-0012","KARE PUBL","CONCORD ISTANBUL, DUMLUPINAR MAH, CIHAN SK NO 15, B BLOK 162 KADIKOY, ISTANBUL, TURKEY, 00000"
"AGRIVITA","0126-0537","0126-0537","BRAWIJAYA UNIV, FAC AGRICULTURE","JALAN VETERAN, MALANG, INDONESIA, 65 145"
"AGROCIENCIA-URUGUAY","1510-0839","2301-1548","UNIV REPUBLICA, FAC AGRONOMIA","AV G GARZON, 780, MONTEVIDEO, URUGUAY, 12908"
"AGROINDUSTRIA SOCIEDAD Y AMBIENTE ASA","2343-6115","2343-6115","UNIV CENTROOCCIDENTAL LISANDRO ALVARADO","UNIV CENTROOCCIDENTAL LISANDRO ALVARADO, BARQUISIMETO, VENEZUELA, 00000"
"AGROLIFE SCIENTIFIC JOURNAL","2285-5718","2286-0126","UNIV AGRICULTURAL SCIENCES & VETERINARY MEDICINE BUCHAREST","59 MARASTI BOULEVARD, DISTRICT 1, BUCHAREST, ROMANIA, 011464"
"AGRONOMIA MESOAMERICANA","1021-7444","2215-3608","UNIV COSTA RICA","CENTRO INVESTIGACIONES AGRONOMICAS, APDO POSTAL 183-4050, SAN JOSE, COSTA RICA, 00000"
"AGUA Y TERRITORIO","2340-7743","2340-7743","UNIV JAEN, SERV PUBLICACIONES","CAMPUS LAGUNILLAS S-N, EDIFICIO BIBLIOTECA, 2A PLANTA, JAEN, SPAIN, 23071"
"AIB STUDI","2280-9112","2239-6144","ASSOC ITALIANA BIBLIOTECHE-AIB","CP 2461, ROME, ITALY, 00100"
"AIDS RESEARCH AND TREATMENT","2090-1240","2090-1259","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"AILA REVIEW","1461-0213","1461-0213","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME"
"AIMS AGRICULTURE AND FOOD","2471-2086","2471-2086","AMER INST MATHEMATICAL SCIENCES-AIMS","PO BOX 2604, SPRINGFIELD, USA, MO, 65801-2604"
"AIMS ALLERGY AND IMMUNOLOGY","2575-615X","2575-615X","AMER INST MATHEMATICAL SCIENCES-AIMS","PO BOX 2604, SPRINGFIELD, USA, MO, 65801-2604"
