Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
3443;26181;Trimestre Economico;journal;413011;0,201;Q3;10;30;90;1115;26;88;0,2;37,17;Mexico;Fondo de Cultura Economica;1979, 1981, 1989, 1996-ongoing;Economics and Econometrics (Q3)
3444;21100199540;AAPP Atti della Accademia Peloritana dei Pericolanti, Classe di Scienze Fisiche, Matematiche e Naturali;journal;03650359, 18251242;0,2;Q3;10;45;39;1080;23;39;0,36;24;Italy;Accademia Peloritana dei Pericolanti;2003, 2005-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Computer Science (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); History and Philosophy of Science (Q3); Mathematics (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)"
3445;21100200605;Acta Polytechnica;journal;18052363, 12102709;0,2;Q2;12;50;181;1088;113;180;0,68;21,76;Czech Republic;Czech Technical University;2011-ongoing;Engineering (miscellaneous) (Q2)
3446;21100858711;Brazilian Journal of International Law;journal;2236997X, 22371036;0,2;Q3;1;47;78;2147;7;77;0,09;45,68;Brazil;Centro Universitario de Brasilia;2017-ongoing;"Law (Q3); Political Science and International Relations (Q3)"
3447;19700182901;Brazilian Journal of Pharmaceutical Sciences;journal;19848250, 21759790;0,2;Q2;32;103;288;3942;198;283;0,55;38,27;Brazil;Universidade de Sao Paulo;2009-ongoing;Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2)
3448;21100201052;Chemical Engineering Research Bulletin;journal;03797678, 20729510;0,2;Q3;5;0;12;0;9;12;0;0;Bangladesh;Chemical Engineering Department, Bangladesh University of Engineering and Technology;2011, 2013, 2015;Chemical Engineering (miscellaneous) (Q3)
3449;21100869220;Evidence Based Care Journal;journal;20082487, 2008370X;0,2;Q4;3;32;63;958;25;60;0,42;29,94;Iran;Mashhad University of Medical Sciences;2016-ongoing;"Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)"
3450;55948;Indian Journal of Sexually Transmitted Diseases;journal;02537184, 19983816;0,2;Q3;13;0;144;0;56;110;0,47;0;India;Medknow Publications;1980-1993, 2009-ongoing;"Dermatology (Q3); Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)"
3451;21100820733;International Organisations Research Journal;journal;19967845, 25422081;0,2;Q3;4;38;96;1103;54;96;0,61;29,03;Russian Federation;National Research University Higher School of Economics;2015-ongoing;"Finance (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
3452;19700201529;IPSJ Transactions on Computer Vision and Applications;journal;18826695;0,2;Q3;13;16;47;622;60;47;1,48;38,88;Japan;Information Processing Society of Japan;2009-ongoing;Computer Vision and Pattern Recognition (Q3)
3453;19700186890;Journal of Electrical Systems;journal;11125209;0,2;Q3;13;45;177;1193;130;177;0,78;26,51;France;Engineering and Scientific Research Groups (ESR Groups);2009-ongoing;"Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3)"
3454;21100317750;Journal of Environmental Management and Tourism;journal;20687729;0,2;Q3;8;133;253;3245;198;253;0,82;24,4;Germany;Walter de Gruyter GmbH;2013-ongoing;"Environmental Science (miscellaneous) (Q3); Neuroscience (miscellaneous) (Q4)"
3455;16698;Revista Brasileira de Plantas Medicinais;journal;15160572;0,2;Q3;23;0;222;0;134;215;0,82;0;Brazil;Fundacao do Instituto de Biociencias;1999-ongoing;"Complementary and Alternative Medicine (Q3); Pharmacology (Q4)"
3456;21100823143;Virus Evolution;journal;20571577;0,2;Q4;1;0;2;0;1;1;1;0;United States;Oxford University Press;2017-ongoing;"Microbiology (Q4); Virology (Q4)"
3457;19900192151;Architecture, City and Environment;journal;18864805, 18877052;0,199;Q2;6;33;78;1478;34;77;0,45;44,79;Spain;Universitat Politecnica de Catalunya;2011-ongoing;"Architecture (Q2); Geography, Planning and Development (Q3); Urban Studies (Q3)"
3458;24290;Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology;journal;10095896;0,199;Q3;24;408;1322;7516;949;1322;0,78;18,42;China;Science Press;2001-ongoing;Electrical and Electronic Engineering (Q3)
3459;21100370875;Flora Montiberica;journal;11385952, 1988799X;0,199;Q4;5;37;156;963;29;156;0,22;26,03;Spain;Floramontiberica.org;2014-ongoing;"Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Plant Science (Q4)"
3460;17537;Indian Journal of Biochemistry and Biophysics;journal;09750959, 03011208;0,199;Q3;37;50;99;1903;54;95;0,34;38,06;India;Scientific Publishers;1972-ongoing;"Medicine (miscellaneous) (Q3); Biochemistry (Q4); Biophysics (Q4)"
3461;21100217636;Journal of Thermodynamics;journal;16879252, 16879244;0,199;Q4;8;0;27;0;19;27;0,87;0;Egypt;Hindawi Publishing Corporation;2012-ongoing;"Biophysics (Q4); Physical and Theoretical Chemistry (Q4); Physics and Astronomy (miscellaneous) (Q4)"
3462;19900191831;Nepalese journal of ophthalmology : a biannual peer-reviewed academic journal of the Nepal Ophthalmic Society : NEPJOPH;journal;20726805, 20910320;0,199;Q3;11;0;47;0;16;44;0,18;0;Nepal;Nepal Ophthalmic Society;2009-2015;Medicine (miscellaneous) (Q3)
3463;11700154706;Pedagogika;journal;20290551, 13920340;0,199;Q3;5;44;198;1430;40;188;0,28;32,5;Lithuania;Vilniaus pedagoginis universitetas;2008-ongoing;Education (Q3)
3464;5600156255;Tydskrift vir Geesteswetenskappe;journal;414751;0,199;Q3;5;65;182;2406;29;167;0,19;37,02;South Africa;Suid-Afrikaanse Akademie vir Wetenskap en Kuns/South African Academy of Science and Arts;2009-ongoing;"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)"
3465;21100283795;Urology Case Reports;journal;22144420;0,199;Q3;5;251;392;1219;161;390;0,4;4,86;United States;Elsevier Saunders;2013-ongoing;Urology (Q3)
3466;21100801184;Analitika i Kontrol;journal;20731442, 20731450;0,198;Q4;3;35;63;972;34;63;0,54;27,77;Russian Federation;Ural Federal University;2016-ongoing;Analytical Chemistry (Q4)
3467;4700152869;Engenharia Sanitaria e Ambiental;journal;14134152;0,198;Q3;14;118;285;3703;125;274;0,39;31,38;Brazil;Associacao Brasileira de Engenharia Sanitaria e Ambiental;2006-ongoing;Waste Management and Disposal (Q3)
3468;21100777275;Folia Horticulturae;journal;08671761, 20835965;0,198;Q4;3;33;47;1751;29;47;0,62;53,06;Germany;De Gruyter Open Ltd.;2016-ongoing;Horticulture (Q4)
3469;15502;Measurement and Control;journal;202940;0,198;Q4;19;56;76;1313;56;68;0,81;23,45;United States;SAGE Publications;1968-ongoing;"Applied Mathematics (Q4); Control and Optimization (Q4); Instrumentation (Q4)"
3470;21100197942;Periodico Tche Quimica;journal;18060374, 21790302;0,198;Q3;3;163;92;4337;53;91;0,67;26,61;Brazil;Tche Quimica Group;2011-ongoing;"Chemistry (miscellaneous) (Q3); Education (Q3)"
3471;19700186909;Progress In Electromagnetics Research M;journal;19378726;0,198;Q4;26;281;440;5796;306;440;0,71;20,63;United States;Electromagnetics Academy;2009-ongoing;"Condensed Matter Physics (Q4); Electronic, Optical and Magnetic Materials (Q4)"
3472;19700175079;Virus Adaptation and Treatment;journal;11791624;0,198;Q4;7;2;10;121;9;10;0,67;60,5;New Zealand;Dove Medical Press Ltd;2010-ongoing;"Immunology (Q4); Infectious Diseases (Q4); Virology (Q4)"
3473;21100836837;AIMS Energy;journal;23338326, 23338334;0,197;Q3;4;60;54;2956;38;52;0,73;49,27;United States;AIMS Press;2017-ongoing;"Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Renewable Energy, Sustainability and the Environment (Q4)"
3474;73135;Ciencia del Suelo;journal;3263169;0,197;Q4;16;18;96;749;28;96;0,3;41,61;Argentina;Asociacion Argentina de la Ciencia del Suelo;1994-ongoing;Soil Science (Q4)
3475;4800156304;Human Movement;journal;17323991, 18991955;0,197;Q3;14;47;123;1503;57;122;0,44;31,98;Poland;Walter de Gruyter GmbH;2006-ongoing;"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Biophysics (Q4); Public Health, Environmental and Occupational Health (Q4)"
3476;19800188009;Iheringia - Serie Botanica;journal;734705;0,197;Q4;14;76;117;3019;52;109;0,39;39,72;Brazil;Fundacao Zoobotanica do Rio Grande;2010-ongoing;Plant Science (Q4)
3477;7000153216;Journal of Central European Agriculture;journal;13329049;0,197;Q4;15;83;233;1946;105;233;0,4;23,45;Croatia;University of Agricultural Sciences and Veterinary Medicine;2007-ongoing;"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4)"
3478;23459;Journal of Exercise Physiology Online;journal;10979751;0,197;Q4;22;47;186;1244;66;186;0,29;26,47;United States;American Society of Exercise Physiologists;1999-ongoing;Physiology (medical) (Q4)
3479;21100448524;Orthopedic Research and Reviews;journal;11791462;0,197;Q4;6;8;33;585;30;33;1,29;73,13;New Zealand;Dove Medical Press Ltd.;2014-ongoing;Orthopedics and Sports Medicine (Q4)
3480;19300156914;Revista Andaluza de Medicina del Deporte;journal;18887546;0,197;Q4;10;26;104;529;45;85;0,38;20,35;Spain;Elsevier Doyma;2008-ongoing;"Orthopedics and Sports Medicine (Q4); Physiology (medical) (Q4); Sports Science (Q4)"
3481;12603;Revue de Geographie Alpine;journal;351121;0,197;Q3;12;18;79;507;32;73;0,09;28,17;France;Armand Colin Editeur;1977, 1979, 1982-1988, 1994-ongoing;"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)"
3482;19400158596;Transylvanian Review of Administrative Sciences;journal;18422845;0,197;Q4;11;26;110;920;75;110;0,74;35,38;Romania;Babes-Bolyai University;2008-ongoing;"Public Administration (Q4); Strategy and Management (Q4)"
3483;18800156708;Tropical Journal of Pharmaceutical Research;journal;15965996;0,197;Q3;29;335;1051;8017;572;1042;0,48;23,93;Nigeria;University of Benin;2009-ongoing;"Pharmaceutical Science (Q3); Pharmacology (medical) (Q3)"
3484;31440;Turk hijiyen ve deneysel biyoloji dergisi. Turkish bulletin of hygiene and experimental biology;journal;13082523, 03779777;0,197;Q4;3;44;149;1254;21;149;0,1;28,5;Turkey;National Public Health Institution of Turkey;1964-1978, 2012-ongoing;"Infectious Diseases (Q4); Microbiology (medical) (Q4); Public Health, Environmental and Occupational Health (Q4)"
3485;12935;Acoustical Science and Technology;journal;13463969, 13475177;0,196;Q4;33;68;169;1240;103;157;0,62;18,24;Japan;Acoustical Society of Japan;2000-ongoing;Acoustics and Ultrasonics (Q4)
3486;5800179588;Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis;journal;12118516, 24648310;0,196;Q3;13;164;701;4966;287;700;0,38;30,28;Czech Republic;Mendelova Zemedelska a Lesnicka Univerzita v Brne;2007-ongoing;Agricultural and Biological Sciences (miscellaneous) (Q3)
3487;19700172601;Asia-Pacific Forum on Science Learning and Teaching;journal;16094913;0,196;Q3;10;15;59;750;38;59;0,66;50;Hong Kong;Hong Kong Institute of Education;2009-ongoing;Education (Q3)
3488;5600152968;Caderno CRH;journal;1034979;0,196;Q2;8;44;133;1365;28;115;0,19;31,02;Brazil;Federal University of Bahia Human Resources Center;2009-ongoing;"Cultural Studies (Q2); Sociology and Political Science (Q3)"
3489;12637;Canadian Journal of Urban Research;journal;11883774, 23710292;0,196;Q3;18;0;33;0;14;32;0,26;0;Canada;University of Winnipeg;1992-ongoing;"Geography, Planning and Development (Q3); Urban Studies (Q3)"
3490;14578;Ecologia Austral;journal;03275477, 1667782X;0,196;Q4;25;50;111;2663;66;109;0,49;53,26;Argentina;Asociacion Argentina de Ecologia;1991, 1993-ongoing;"Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)"
3491;19700174899;Indian Journal of Nuclear Medicine;journal;09740244, 09723919;0,196;Q4;10;112;312;1241;129;273;0,42;11,08;India;Medknow Publications;2010-ongoing;Radiology, Nuclear Medicine and Imaging (Q4)
3492;21100200401;International Journal of Psychological Research;journal;20117922, 20112084;0,196;Q4;8;17;54;804;39;48;0,63;47,29;Colombia;Universidad de San Buenaventura;2011-ongoing;Psychology (miscellaneous) (Q4)
3493;19700182325;Investment Management and Financial Innovations;journal;18104967, 18129358;0,196;Q3;12;120;309;4144;134;309;0,47;34,53;Ukraine;Business Perspectives;2009-ongoing;"Business and International Management (Q3); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)"
3494;21100824666;Iranian Rehabilitation Journal;journal;17353602, 17353610;0,196;Q3;6;41;160;1228;33;153;0,27;29,95;Iran;University of Social Welfare and Rehabilitation Sciences;2006-ongoing;"Rehabilitation (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Psychiatry and Mental Health (Q4)"
3495;144917;Journal of Applied Mathematics;journal;16870042, 1110757X;0,196;Q4;33;44;196;1131;112;183;0,61;25,7;Egypt;Hindawi Publishing Corporation;2001-ongoing;Applied Mathematics (Q4)
3496;19900192004;Mathematica Bohemica;journal;8627959;0,196;Q4;7;27;104;466;28;103;0,19;17,26;Czech Republic;Akademie Ved Ceske Republiky;2011-ongoing;Mathematics (miscellaneous) (Q4)
3497;21100200647;Polish Psychological Bulletin;journal;16417844, 00792993;0,196;Q4;10;2;183;108;66;179;0,29;54;Germany;Walter de Gruyter GmbH;2013-ongoing;Psychology (miscellaneous) (Q4)
3498;3900148502;Songklanakarin Journal of Science and Technology;journal;1253395;0,196;Q3;26;180;270;4837;153;270;0,47;26,87;Thailand;Samnakngan Athikanbodi;2006-ongoing;Multidisciplinary (Q3)
3499;7600153107;TÌ_rkiye parazitolojii dergisi / TÌ_rkiye Parazitoloji Dernegi = Acta parasitologica Turcica / Turkish Society for Parasitology;journal;13006320;0,196;Q3;16;48;166;0;67;165;0,39;0;Turkey;AVES Ibrahim Kara;2006-ongoing;Medicine (miscellaneous) (Q3)
3500;17500154725;Acta Theologica;journal;10158758;0,195;Q1;7;17;119;566;14;112;0,14;33,29;South Africa;Universiteit van die Oranje Vrystaat;2002-ongoing;Religious Studies (Q1)
3501;5400152617;American Journal of Environmental Sciences;journal;1553345X;0,195;Q3;25;0;77;0;46;77;0,41;0;United States;Science Publications;2007-2016 (cancelled);"Pollution (Q3); Ecology (Q4)"
3502;21028;Cirugia Plastica Ibero-Latinoamericana;journal;3767892;0,195;Q3;9;51;251;642;34;167;0,24;12,59;Spain;Sociedad Espanola de Cirurgia Plastica;1975-2002, 2004-ongoing;Surgery (Q3)
3503;21100810443;Corpoica Ciencia y Tecnologia Agropecuaria;journal;01228706, 25005308;0,195;Q3;3;18;57;707;21;55;0,38;39,28;Colombia;Colombian Corporation of Agricultural Research (Corpoica);2016-ongoing;Agricultural and Biological Sciences (miscellaneous) (Q3)
3504;21100437628;Foundations of Management;journal;23005661;0,195;Q4;4;23;71;781;31;70;0,46;33,96;Germany;Walter de Gruyter GmbH;2015-ongoing;Strategy and Management (Q4)
3505;15751;Heron;journal;15744078, 00467316;0,195;Q3;19;9;32;194;14;29;0,7;21,56;Netherlands;Technische Universiteit Delft/Delft University of Technology;1970, 1972-1994, 1996-ongoing;"Building and Construction (Q3); Materials Science (miscellaneous) (Q3); Civil and Structural Engineering (Q4)"
3506;19700187611;International Journal on Smart Sensing and Intelligent Systems;journal;11785608;0,195;Q3;24;12;305;360;184;304;0,53;30;New Zealand;Massey University;2010-ongoing;"Electrical and Electronic Engineering (Q3); Control and Systems Engineering (Q4)"
3507;4700152223;Journal of Agriculture and Rural Development in the Tropics and Subtropics;journal;16129830;0,195;Q3;13;18;73;720;43;73;0,6;40;Germany;Kassel University Press GmbH;2002-ongoing;"Development (Q3); Forestry (Q3); Geography, Planning and Development (Q3); Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4)"
3508;21100203114;Journal of Computer Networks and Communications;journal;20907141, 2090715X;0,195;Q3;16;22;70;671;102;69;1,56;30,5;Egypt;Hindawi Publishing Corporation;2011-ongoing;"Computer Networks and Communications (Q3); Information Systems (Q4)"
3509;18367;Medicina;journal;257680;0,195;Q3;28;133;333;2670;101;226;0,43;20,08;Argentina;Fundacion Revista Medicina;1964-ongoing;Medicine (miscellaneous) (Q3)
3510;21100843805;Mediterranean Journal of Clinical Psychology;journal;22821619;0,195;Q3;3;20;29;889;23;26;0,88;44,45;Italy;University of Messina;2017-ongoing;Clinical Psychology (Q3)
3511;5700160329;Migraciones Internacionales;journal;16658906;0,195;Q3;7;17;57;725;27;53;0,53;42,65;Mexico;El Colegio de la Frontiera Norte;2009-ongoing;"Demography (Q3); Geography, Planning and Development (Q3)"
3512;21100788814;Physics in Medicine;journal;23524510;0,195;Q4;3;5;8;119;9;8;1,13;23,8;Netherlands;Elsevier BV;2016-ongoing;"Biophysics (Q4); Instrumentation (Q4); Radiology, Nuclear Medicine and Imaging (Q4)"
3513;24086;Pteridines;journal;9334807;0,195;Q4;14;18;48;1472;32;48;0,47;81,78;United Kingdom;International Society of Pteridinology;1990-ongoing;"Biochemistry (Q4); Clinical Biochemistry (Q4); Molecular Medicine (Q4)"
3514;19400157235;Revista Colombiana de Ciencias Pecuarias;journal;22562958, 01200690;0,195;Q3;11;27;129;780;48;111;0,42;28,89;Colombia;Universidad de Antioquia;2008-ongoing;"Veterinary (miscellaneous) (Q3); Animal Science and Zoology (Q4)"
3515;21100297819;Ribarstvo, Croatian Journal of Fisheries;journal;1330061X, 18480586;0,195;Q4;9;16;81;577;67;77;1,1;36,06;Croatia;University of Zagreb;1993-1997, 2013-ongoing;"Aquatic Science (Q4); Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Management, Monitoring, Policy and Law (Q4)"
3516;21100226998;Sovremennye Tehnologii v Medicine;journal;2309995X, 20764243;0,195;Q3;8;83;276;2795;149;275;0,47;33,67;Russian Federation;Nizhny Novgorod State Medical Academy of the Ministry of Health of the Russian Federation;2009-ongoing;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Medicine (miscellaneous) (Q3)"
3517;21100395051;Ukrainian biochemical journal;journal;24094943;0,195;Q4;13;64;227;2142;105;227;0,36;33,47;Ukraine;Palladin Institute of Biochemistry of the NASU;2014-ongoing;Biochemistry (Q4)
3518;21100241657;African Journal of Urology;journal;11105704;0,194;Q4;6;80;198;1602;55;192;0,24;20,03;Egypt;Pan African Urological Surgeons Association (Pausa);2012-ongoing;Urology (Q4)
3519;19700170481;Bitacora Urbano Territorial;journal;1247913;0,194;Q3;4;55;123;1530;19;113;0,19;27,82;Colombia;Universidad Nacional de Colombia;2009-ongoing;"Arts and Humanities (miscellaneous) (Q3); Geography, Planning and Development (Q3); Urban Studies (Q3)"
